STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Zone de référence,MEASURE,Mesure,SECTOR,Secteur institutionnel,STANDARD_REVENUE,Catégorie de recettes,CTRY_SPECIFIC_REVENUE,Catégorie de recettes spécifique au pays,UNIT_MEASURE,Unité de mesure,FREQ,Fréquence d'observation,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,OBS_STATUS,Statut d'observation,UNIT_MULT,Multiplicateur d'unité,REVENUE_CODE,Code recette,DECIMALS,Décimales,CURRENCY,Monnaie
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2002,,,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2003,,,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2003,,,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2003,,,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2004,,,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2004,,,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2004,,,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2005,,,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2005,,,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2005,,,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2006,,,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2006,,,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2006,,,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2007,,,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2007,,,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2007,,,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2008,,,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2008,,,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2008,,,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2009,,,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2009,,,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2009,,,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2010,,,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2010,,,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2010,,,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2011,,,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2011,,,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2011,,,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2012,,,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2012,,,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2012,,,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2013,,,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2013,,,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2013,,,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2014,,,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2014,,,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2014,,,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2015,,,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2015,,,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2015,,,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2016,,,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2016,,,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2016,,,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2017,,,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2017,,,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2017,,,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2018,,,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2018,,,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2018,,,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2019,,,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2019,,,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2019,,,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2020,,,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2020,,,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2020,,,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2021,,,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2021,,,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2021,,,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,MEX,Mexique,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2022,,,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
