STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Zone de référence,FREQ,Fréquence d’observation,MEASURE,Mesure,UNIT_MEASURE,Unité de mesure,FINANCING_SCHEME,Régime de financement,FINANCING_SCHEME_REV,Revenus des régimes de financement,FUNCTION,Fonction de santé,MODE_PROVISION,Mode de prestation,PROVIDER,Fournisseur de soins de santé,FACTOR_PROVISION,Facteur de prestation,ASSET_TYPE,Type d’actif,PRICE_BASE,Type de prix,TIME_PERIOD,Période de référence,OBS_VALUE,Valeur d’observation,BASE_PER,Période de base,CURRENCY,Devise,OBS_STATUS,Statut d’observation,OBS_STATUS2,Statut d’observation 2,OBS_STATUS3,Statut d’observation 3,UNIT_MULT,Multiplicateur d’unité,DECIMALS,Décimales
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVK,République slovaque,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2009,,7.953,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVK,République slovaque,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2010,,7.671,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVK,République slovaque,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2011,,7.315,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVK,République slovaque,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2013,,7.48,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVK,République slovaque,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2014,,6.865,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVK,République slovaque,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2015,,6.741,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVK,République slovaque,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2016,,6.942,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVK,République slovaque,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2017,,6.734,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVK,République slovaque,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2018,,6.637,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVK,République slovaque,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2019,,6.911,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVK,République slovaque,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2020,,7.06,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVK,République slovaque,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2021,,7.629,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVK,République slovaque,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2022,,7.702,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVK,République slovaque,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2023,,7.353,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVN,Slovénie,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2002,,8.116,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVN,Slovénie,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2003,,8.174,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVN,Slovénie,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2004,,8,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVN,Slovénie,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2005,,8.053,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVN,Slovénie,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2006,,7.867,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVN,Slovénie,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2007,,7.541,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVN,Slovénie,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2008,,7.893,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVN,Slovénie,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2009,,8.642,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVN,Slovénie,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2010,,8.639,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVN,Slovénie,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2011,,8.601,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVN,Slovénie,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2012,,8.793,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVN,Slovénie,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2013,,8.84,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVN,Slovénie,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2015,,8.597,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVN,Slovénie,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2016,,8.569,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVN,Slovénie,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2017,,8.259,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVN,Slovénie,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2018,,8.352,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVN,Slovénie,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2019,,8.566,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVN,Slovénie,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2020,,9.49,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVN,Slovénie,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2021,,9.527,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVN,Slovénie,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2022,,9.627,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,POL,Pologne,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2000,,5.265,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,POL,Pologne,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2001,,5.64,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,POL,Pologne,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2003,,5.934,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,POL,Pologne,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2004,,5.842,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,POL,Pologne,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2007,,5.864,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,POL,Pologne,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2006,,5.781,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,POL,Pologne,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2005,,5.791,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,POL,Pologne,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2009,,6.57,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,POL,Pologne,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2008,,6.352,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,NZL,Nouvelle-Zélande,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2000,,7.47,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,NZL,Nouvelle-Zélande,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2001,,7.579,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,NZL,Nouvelle-Zélande,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2002,,7.9,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,NZL,Nouvelle-Zélande,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2003,,7.722,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,NZL,Nouvelle-Zélande,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2004,,7.901,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,NZL,Nouvelle-Zélande,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2005,,8.273,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,NZL,Nouvelle-Zélande,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2006,,8.638,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,NZL,Nouvelle-Zélande,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2007,,8.329,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,NZL,Nouvelle-Zélande,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2009,,9.136,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,NZL,Nouvelle-Zélande,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2010,,9.095,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,NZL,Nouvelle-Zélande,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2011,,9.107,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,NZL,Nouvelle-Zélande,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2012,,9.202,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,NZL,Nouvelle-Zélande,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2013,,8.939,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,NZL,Nouvelle-Zélande,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2014,,8.972,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,NZL,Nouvelle-Zélande,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2015,,8.889,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,NZL,Nouvelle-Zélande,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2016,,8.769,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,NZL,Nouvelle-Zélande,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2017,,8.618,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,NZL,Nouvelle-Zélande,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2018,,8.57,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,NZL,Nouvelle-Zélande,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2019,,8.619,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,NZL,Nouvelle-Zélande,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2020,,9.252,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,NZL,Nouvelle-Zélande,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2021,,9.551,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,NZL,Nouvelle-Zélande,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2022,,10.568,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,NZL,Nouvelle-Zélande,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2023,,10.129,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,FRA,France,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2018,,11.308,,,,,,,,,,,,0,Units,1,One
