STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,SOCIO_ECON_STATUS,Socio-economic status,DEATH_CAUSE,Cause of death,CALC_METHODOLOGY,Calculation methodology,GESTATION_THRESHOLD,Gestation period threshold,HEALTH_STATUS,Health status,DISEASE,Disease,CANCER_SITE,Cancer site,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,MEX,Mexico,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,394,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,MEX,Mexico,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,383,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,MEX,Mexico,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,397,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,MEX,Mexico,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,396,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,MEX,Mexico,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,394,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,MEX,Mexico,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,382,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,MEX,Mexico,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,380,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,MEX,Mexico,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,371,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,MEX,Mexico,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,378,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,MEX,Mexico,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,376,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,MEX,Mexico,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,393,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,MEX,Mexico,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,390,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,MEX,Mexico,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,389,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,MEX,Mexico,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,393,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,MEX,Mexico,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,680,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,MEX,Mexico,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,676,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,MEX,Mexico,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,418,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NLD,Netherlands,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2000,,254,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NLD,Netherlands,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2001,,246,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NLD,Netherlands,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2002,,242,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NLD,Netherlands,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2003,,233,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NLD,Netherlands,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2004,,221,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NLD,Netherlands,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,216,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NLD,Netherlands,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,206,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NLD,Netherlands,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,198,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NLD,Netherlands,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,193,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NLD,Netherlands,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,188,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NLD,Netherlands,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,185,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NLD,Netherlands,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,180,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NLD,Netherlands,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,178,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NLD,Netherlands,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,171,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NLD,Netherlands,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,162,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NLD,Netherlands,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,166,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NLD,Netherlands,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,165,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NLD,Netherlands,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,158,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NLD,Netherlands,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,155,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NLD,Netherlands,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,149,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NLD,Netherlands,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,161,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NLD,Netherlands,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,168,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NLD,Netherlands,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,156,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NLD,Netherlands,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,149,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NZL,New Zealand,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2000,,282,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NZL,New Zealand,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2001,,281,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NZL,New Zealand,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2002,,270,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NZL,New Zealand,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2003,,260,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NZL,New Zealand,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2004,,255,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NZL,New Zealand,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,235,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NZL,New Zealand,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,234,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NZL,New Zealand,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,231,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NZL,New Zealand,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,225,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NZL,New Zealand,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,221,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NZL,New Zealand,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,206,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NZL,New Zealand,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,209,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NZL,New Zealand,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,198,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NZL,New Zealand,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,187,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NZL,New Zealand,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,189,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NZL,New Zealand,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,186,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NZL,New Zealand,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,179,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NZL,New Zealand,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,183,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NZL,New Zealand,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,178,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NOR,Norway,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2000,,252,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NOR,Norway,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2001,,243,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,NOR,Norway,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2002,,241,,1,One,,,,,,,0,Units
